No,種別/Kind,店名(日本語読み),Name (English),店名(ハングル),ジャンル(日),Cuisine (EN),料理(日),Dishes (EN),犬の同伴,テラス席/Terrace,エリア(日),Area (EN),区(日),District (EN),住所(ハングル),緯度,経度,位置精度,評価,口コミ数,業態,Googleマップ,NAVERマップ,DiningCode,カテゴリ原文(韓)
153,ごはん/Meal,アワーベストシーズン マドリョク,our best season,아워베스트시즌 마들역,サンドイッチ・サラダ,Sandwich & Salad,ブランチ・ポケ,"Brunch, Poke Bowl",店内OK / Indoors OK,なし/No,サンギェドン,Sanggye-dong,蘆原区,Nowon-gu,서울특별시 노원구 노원로38길 76 포레나아파트 상가 302호,37.6647416,127.0614355,店舗単位,4.6,8,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.6647416%2C127.0614355,https://map.naver.com/p/search/%EC%95%84%EC%9B%8C%EB%B2%A0%EC%8A%A4%ED%8A%B8%EC%8B%9C%EC%A6%8C%20%EB%A7%88%EB%93%A4%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%EB%85%B8%EC%9B%90%EB%A1%9C38%EA%B8%B8%2076%20%ED%8F%AC%EB%A0%88%EB%82%98%EC%95%84%ED%8C%8C%ED%8A%B8%20%EC%83%81%EA%B0%80%20302%ED%98%B8,https://www.diningcode.com/profile.php?rid=8WZARGV5YiNC,"브런치, 포케"
154,ごはん/Meal,マンゴジョン,Manggojeong,망고정,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,ウォルギェドン,Wolgye-dong,蘆原区,Nowon-gu,서울특별시 노원구 월계로55길 64,37.634039,127.059544,建物単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.634039%2C127.059544,https://map.naver.com/p/search/%EB%A7%9D%EA%B3%A0%EC%A0%95%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%EC%9B%94%EA%B3%84%EB%A1%9C55%EA%B8%B8%2064,,
155,カフェ/Cafe,カフェ オブルー ウォルギェ,Cafe O Blue Wolgye,카페 오블루 월계,コーヒー専門,Specialty Coffee,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,なし/No,ウォルギェドン,Wolgye-dong,蘆原区,Nowon-gu,서울특별시 노원구 초안산로2길 110 1층 카페 오블루,37.633405,127.0579066,店舗単位,4,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.633405%2C127.0579066,https://map.naver.com/p/search/%EC%B9%B4%ED%8E%98%20%EC%98%A4%EB%B8%94%EB%A3%A8%20%EC%9B%94%EA%B3%84%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%EC%B4%88%EC%95%88%EC%82%B0%EB%A1%9C2%EA%B8%B8%20110%201%EC%B8%B5%20%EC%B9%B4%ED%8E%98%20%EC%98%A4%EB%B8%94%EB%A3%A8,https://www.diningcode.com/profile.php?rid=vtvqIbjFcRsD,"카페, 커피"
156,ごはん/Meal,サムボスジェガルビ パンハクドン,Sambosujegalbi Banghakdong,삼보수제갈비 방학동,焼肉,Korean BBQ,豚カルビ・生豚カルビ,"Pork Ribs, Fresh Pork Ribs",店内OK / Indoors OK,なし/No,パンハクドン,Banghak-dong,道峰区,Dobong-gu,서울특별시 도봉구 방학로 283 1.2층,37.6626283,127.0209032,店舗単位,4,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.6626283%2C127.0209032,https://map.naver.com/p/search/%EC%82%BC%EB%B3%B4%EC%88%98%EC%A0%9C%EA%B0%88%EB%B9%84%20%EB%B0%A9%ED%95%99%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%84%EB%B4%89%EA%B5%AC%20%EB%B0%A9%ED%95%99%EB%A1%9C%20283%201.2%EC%B8%B5,https://www.diningcode.com/profile.php?rid=DauJr18fMsBc,"돼지갈비, 돼지생갈비"
157,ごはん/Meal,スプダム,Supdam,숲담,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,パンハクドン,Banghak-dong,道峰区,Dobong-gu,서울특별시 도봉구 도당로6길 30-6,37.6616232,127.0362851,通り単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.6616232%2C127.0362851,https://map.naver.com/p/search/%EC%88%B2%EB%8B%B4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%84%EB%B4%89%EA%B5%AC%20%EB%8F%84%EB%8B%B9%EB%A1%9C6%EA%B8%B8%2030-6,,
158,ごはん/Meal,オカフェ パンハクドン,O'Cafe,오카페 방학동,サンドイッチ・サラダ,Sandwich & Salad,ベーカリー・サンドイッチ,"Bakery, Sandwich",店内OK / Indoors OK,なし/No,パンハクドン,Banghak-dong,道峰区,Dobong-gu,서울특별시 도봉구 도봉로145길 78 1층,37.6647179,127.0382891,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.6647179%2C127.0382891,https://map.naver.com/p/search/%EC%98%A4%EC%B9%B4%ED%8E%98%20%EB%B0%A9%ED%95%99%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%84%EB%B4%89%EA%B5%AC%20%EB%8F%84%EB%B4%89%EB%A1%9C145%EA%B8%B8%2078%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=SagWEKAzUscn,"베이커리, 샌드위치"
159,カフェ/Cafe,ウォンバイト,OneBite,원바이트,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,パンハクドン,Banghak-dong,道峰区,Dobong-gu,서울특별시 도봉구 방학로3길 12,37.6591495,127.0398489,通り単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.6591495%2C127.0398489,https://map.naver.com/p/search/%EC%9B%90%EB%B0%94%EC%9D%B4%ED%8A%B8%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%84%EB%B4%89%EA%B5%AC%20%EB%B0%A9%ED%95%99%EB%A1%9C3%EA%B8%B8%2012,,
160,カフェ/Cafe,チョストシーズン ッサンムニョク,just season,저스트시즌 쌍문역,カフェ,Cafe,カフェ,Cafe,店内OK / Indoors OK,あり/Yes,チャンドン,Chang-dong,道峰区,Dobong-gu,서울특별시 도봉구 도봉로110다길 26 1층,37.6451082,127.0335736,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.6451082%2C127.0335736,https://map.naver.com/p/search/%EC%A0%80%EC%8A%A4%ED%8A%B8%EC%8B%9C%EC%A6%8C%20%EC%8C%8D%EB%AC%B8%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%84%EB%B4%89%EA%B5%AC%20%EB%8F%84%EB%B4%89%EB%A1%9C110%EB%8B%A4%EA%B8%B8%2026%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=QE5PjvcMYc3e,카페
161,カフェ/Cafe,ウォンドウォルコーヒーロースターズ タプシプリ,Wondeowol Coffee Roasters Dapsipri,원더월커피로스터스 답십리,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,なし/No,タプシプリドン,Dapsipri-dong,東大門区,Dongdaemun-gu,서울특별시 동대문구 답십리로 80,37.5747361,127.0495211,店舗単位,3.3,2,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5747361%2C127.0495211,https://map.naver.com/p/search/%EC%9B%90%EB%8D%94%EC%9B%94%EC%BB%A4%ED%94%BC%EB%A1%9C%EC%8A%A4%ED%84%B0%EC%8A%A4%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EB%A1%9C%2080,https://www.diningcode.com/profile.php?rid=umT9hk2m0Xul,"카페, 디저트"
162,ごはん/Meal,コエン カンデメ コンウォン,Koen,코엔 간데메 공원,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,タプシプリドン,Dapsipri-dong,東大門区,Dongdaemun-gu,서울특별시 동대문구 서울시립대로4길 35,37.5741669,127.0485494,建物単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5741669%2C127.0485494,https://map.naver.com/p/search/%EC%BD%94%EC%97%94%20%EA%B0%84%EB%8D%B0%EB%A9%94%20%EA%B3%B5%EC%9B%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%8B%9C%EB%A6%BD%EB%8C%80%EB%A1%9C4%EA%B8%B8%2035,,
163,カフェ/Cafe,ステイ ヨンドゥドン,sta2,스테이 용두동,コーヒー専門,Specialty Coffee,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,なし/No,ヨンドゥドン,Yongdu-dong,東大門区,Dongdaemun-gu,서울특별시 동대문구 고산자로 393-6 1층,37.5748148,127.0376706,店舗単位,4,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5748148%2C127.0376706,https://map.naver.com/p/search/%EC%8A%A4%ED%85%8C%EC%9D%B4%20%EC%9A%A9%EB%91%90%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EA%B3%A0%EC%82%B0%EC%9E%90%EB%A1%9C%20393-6%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=6eIRmU8Rb9AN,"카페, 커피"
164,カフェ/Cafe,ヘイリム ヨンドゥドン,Heirim Yongdudong,헤이림 용두동,カフェ,Cafe,カフェ・もちもちクッキー,"Cafe, Chewy Cookie",店内OK / Indoors OK,あり/Yes,ヨンドゥドン,Yongdu-dong,東大門区,Dongdaemun-gu,서울특별시 동대문구 고산자로 391 1층,37.5745847,127.037844,店舗単位,3.6,8,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5745847%2C127.037844,https://map.naver.com/p/search/%ED%97%A4%EC%9D%B4%EB%A6%BC%20%EC%9A%A9%EB%91%90%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EA%B3%A0%EC%82%B0%EC%9E%90%EB%A1%9C%20391%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=8TfajLd29wVY,"카페, 두쫀쿠"
165,カフェ/Cafe,クリチン チャンハンピョンヨク,Greetin',그리팅 장한평역,カフェ,Cafe,カフェ・低糖,"Cafe, Low Sugar",店内OK / Indoors OK,あり/Yes,チャンアンドン,Jangan-dong,東大門区,Dongdaemun-gu,서울특별시 동대문구 천호대로83길 9 1층,37.5627581,127.0644246,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5627581%2C127.0644246,https://map.naver.com/p/search/%EA%B7%B8%EB%A6%AC%ED%8C%85%20%EC%9E%A5%ED%95%9C%ED%8F%89%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%B2%9C%ED%98%B8%EB%8C%80%EB%A1%9C83%EA%B8%B8%209%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=U7i0KHxtRpMx,"카페, 저당"
166,カフェ/Cafe,キョウコーヒー チャンアンドン,Kyou Coffee Jangandong,쿄우커피 장안동,コーヒー専門,Specialty Coffee,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,なし/No,チャンアンドン,Jangan-dong,東大門区,Dongdaemun-gu,서울특별시 동대문구 천호대로83길 22 1층,37.5631877,127.0648803,店舗単位,4.5,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5631877%2C127.0648803,https://map.naver.com/p/search/%EC%BF%84%EC%9A%B0%EC%BB%A4%ED%94%BC%20%EC%9E%A5%EC%95%88%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%B2%9C%ED%98%B8%EB%8C%80%EB%A1%9C83%EA%B8%B8%2022%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=62QDafNZJAwJ,"카페, 커피"
167,ごはん/Meal,ハイオグラウンド チャンアンドン,High Eo Ground Jangandong,하이어그라운드 장안동,バー・居酒屋,Bar & Pub,ワインバー,Wine Bar,店内OK / Indoors OK,なし/No,チャンアンドン,Jangan-dong,東大門区,Dongdaemun-gu,서울특별시 동대문구 천호대로91길 57 1층,37.5641381,127.0698926,店舗単位,4.5,3,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5641381%2C127.0698926,https://map.naver.com/p/search/%ED%95%98%EC%9D%B4%EC%96%B4%EA%B7%B8%EB%9D%BC%EC%9A%B4%EB%93%9C%20%EC%9E%A5%EC%95%88%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%B2%9C%ED%98%B8%EB%8C%80%EB%A1%9C91%EA%B8%B8%2057%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=LoZ6RRm1Dmwt,와인바
168,カフェ/Cafe,ベイピ ピグ Baby Pig,Bay Bi Pigeu Baby Pig,베이비 피그 Baby Pig,カフェ・軽食,Cafe & Snacks,,,店内OK / Indoors OK,なし/No,チョンノンドン,Jeonnong-dong,東大門区,Dongdaemun-gu,서울특별시 동대문구 전농로 233,37.5847729,127.0524609,建物単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5847729%2C127.0524609,https://map.naver.com/p/search/%EB%B2%A0%EC%9D%B4%EB%B9%84%20%ED%94%BC%EA%B7%B8%20Baby%20Pig%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%A0%84%EB%86%8D%EB%A1%9C%20233,,
169,ごはん/Meal,シエロシネマ CieloCinema,Sierosinema CieloCinema,시에로시네마 CieloCinema,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,チョンノンドン,Jeonnong-dong,東大門区,Dongdaemun-gu,서울특별시 동대문구 서울시립대로 80-1,37.5779955,127.0493993,建物単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5779955%2C127.0493993,https://map.naver.com/p/search/%EC%8B%9C%EC%97%90%EB%A1%9C%EC%8B%9C%EB%84%A4%EB%A7%88%20CieloCinema%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%84%9C%EC%9A%B8%EC%8B%9C%EB%A6%BD%EB%8C%80%EB%A1%9C%2080-1,,
170,カフェ/Cafe,カフェ レイオプ チョンノンドン,LAYUP,카페 레이업 전농동,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,なし/No,チョンノンドン,Jeonnong-dong,東大門区,Dongdaemun-gu,서울특별시 동대문구 전농로 153 2층 카페 레이업,37.5785784,127.0569163,店舗単位,5,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5785784%2C127.0569163,https://map.naver.com/p/search/%EC%B9%B4%ED%8E%98%20%EB%A0%88%EC%9D%B4%EC%97%85%20%EC%A0%84%EB%86%8D%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EC%A0%84%EB%86%8D%EB%A1%9C%20153%202%EC%B8%B5%20%EC%B9%B4%ED%8E%98%20%EB%A0%88%EC%9D%B4%EC%97%85,https://www.diningcode.com/profile.php?rid=sSH8JDtZW2Og,"카페, 디저트"
171,ごはん/Meal,ミニュエッ フェギ,Minyuet Hoegi,미뉴엣 회기,サンドイッチ・サラダ,Sandwich & Salad,ブランチ・ポケ,"Brunch, Poke Bowl",店内OK / Indoors OK,あり/Yes,フィギョンドン,Hwigyeong-dong,東大門区,Dongdaemun-gu,서울특별시 동대문구 망우로 19 1층 미뉴엣,37.5881753,127.0555636,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5881753%2C127.0555636,https://map.naver.com/p/search/%EB%AF%B8%EB%89%B4%EC%97%A3%20%ED%9A%8C%EA%B8%B0%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EB%8C%80%EB%AC%B8%EA%B5%AC%20%EB%A7%9D%EC%9A%B0%EB%A1%9C%2019%201%EC%B8%B5%20%EB%AF%B8%EB%89%B4%EC%97%A3,https://www.diningcode.com/profile.php?rid=ULldl7isUfpz,"브런치, 포케"
172,カフェ/Cafe,チャンヂソゲイッダゴサンサンウルヘ サンドヨク,Jandisogeitdagosangsangeulhae Sangdoyeok,잔디속에있다고상상을해 상도역,カフェ,Cafe,カフェ・ヴィーガン,"Cafe, Vegan",店内OK / Indoors OK,なし/No,,,銅雀区,Dongjak-gu,서울특별시 동작구 상도로 265-30 2층,37.5042127,126.948811,店舗単位,4.4,7,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5042127%2C126.948811,https://map.naver.com/p/search/%EC%9E%94%EB%94%94%EC%86%8D%EC%97%90%EC%9E%88%EB%8B%A4%EA%B3%A0%EC%83%81%EC%83%81%EC%9D%84%ED%95%B4%20%EC%83%81%EB%8F%84%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%83%81%EB%8F%84%EB%A1%9C%20265-30%202%EC%B8%B5,https://www.diningcode.com/profile.php?rid=eRL3UCPOUuCb,"카페, 비건"
173,ごはん/Meal,チョンナモク ノリャンジンジョム,Jeongnamok Noryangjinjeom,정남옥 노량진점,韓国料理,Korean,スンデグク・釜炊き,"Sundae Soup, Cauldron-cooked",店内OK / Indoors OK,なし/No,ノリャンジンドン,Noryangjin-dong,銅雀区,Dongjak-gu,서울특별시 동작구 노량진로 148-5 1층,37.5132839,126.9424045,店舗単位,3.8,2,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5132839%2C126.9424045,https://map.naver.com/p/search/%EC%A0%95%EB%82%A8%EC%98%A5%20%EB%85%B8%EB%9F%89%EC%A7%84%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EB%85%B8%EB%9F%89%EC%A7%84%EB%A1%9C%20148-5%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=dDRNJXrJqpLy,"순대국, 가마솥"
174,ごはん/Meal,スペース ノドル ケイ,Space Nodeul Kei,스페이스 노들 케이,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,ポンドン,Bon-dong,銅雀区,Dongjak-gu,서울특별시 동작구 현충로 11,37.5059439,126.9697007,通り単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5059439%2C126.9697007,https://map.naver.com/p/search/%EC%8A%A4%ED%8E%98%EC%9D%B4%EC%8A%A4%20%EB%85%B8%EB%93%A4%20%EC%BC%80%EC%9D%B4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%ED%98%84%EC%B6%A9%EB%A1%9C%2011,,
175,カフェ/Cafe,モチコーヒー サダン,muchcoffee,머치커피 사당,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,あり/Yes,サダンドン,Sadang-dong,銅雀区,Dongjak-gu,서울특별시 동작구 동작대로9길 43 1층,37.4806376,126.9791328,店舗単位,4.4,20,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4806376%2C126.9791328,https://map.naver.com/p/search/%EB%A8%B8%EC%B9%98%EC%BB%A4%ED%94%BC%20%EC%82%AC%EB%8B%B9%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EB%8F%99%EC%9E%91%EB%8C%80%EB%A1%9C9%EA%B8%B8%2043%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=t1bcxAQ9Gttt,"커피, 카페"
176,ごはん/Meal,セノクコリア,Senokkoria,세녹코리아,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,サダンドン,Sadang-dong,銅雀区,Dongjak-gu,서울특별시 동작구 사당로 304,37.4953327,126.9565573,通り単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4953327%2C126.9565573,https://map.naver.com/p/search/%EC%84%B8%EB%85%B9%EC%BD%94%EB%A6%AC%EC%95%84%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%A1%9C%20304,,
177,カフェ/Cafe,オルアラウンドユ ナムソンヨク,ALL AROUND YOU,올어라운드유 남성역,スイーツ,Sweets,デザート・カフェ,"Dessert, Cafe",店内OK / Indoors OK,なし/No,サダンドン,Sadang-dong,銅雀区,Dongjak-gu,서울특별시 동작구 사당로 188,37.4854414,126.969234,店舗単位,4,2,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4854414%2C126.969234,https://map.naver.com/p/search/%EC%98%AC%EC%96%B4%EB%9D%BC%EC%9A%B4%EB%93%9C%EC%9C%A0%20%EB%82%A8%EC%84%B1%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%82%AC%EB%8B%B9%EB%A1%9C%20188,https://www.diningcode.com/profile.php?rid=hpnhU8Whj0Od,"디저트, 카페"
178,カフェ/Cafe,チョンウ チハウス サダンヨク,Jeongu Ti House Sadangyeok,정우 티하우스 사당역,茶カフェ,Tea House,カフェ・茶館,"Cafe, Tea House",店内OK / Indoors OK,なし/No,サダンドン,Sadang-dong,銅雀区,Dongjak-gu,서울특별시 동작구 동작대로9가길 18-1 1층,37.4796419,126.9795018,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.4796419%2C126.9795018,https://map.naver.com/p/search/%EC%A0%95%EC%9A%B0%20%ED%8B%B0%ED%95%98%EC%9A%B0%EC%8A%A4%20%EC%82%AC%EB%8B%B9%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EB%8F%99%EC%9E%91%EB%8C%80%EB%A1%9C9%EA%B0%80%EA%B8%B8%2018-1%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=WT9wmk5b8CL2,"카페, 찻집"
179,ごはん/Meal,ハッピーペペ サンドドン,HAPPY FEFE,해피페페 상도동,ブランチ,Brunch,ブランチ,Brunch,店内OK / Indoors OK,なし/No,サンドドン,Sangdo-dong,銅雀区,Dongjak-gu,서울특별시 동작구 성대로 87 101호 해피페페,37.4977759,126.9354371,店舗単位,5,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4977759%2C126.9354371,https://map.naver.com/p/search/%ED%95%B4%ED%94%BC%ED%8E%98%ED%8E%98%20%EC%83%81%EB%8F%84%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EC%84%B1%EB%8C%80%EB%A1%9C%2087%20101%ED%98%B8%20%ED%95%B4%ED%94%BC%ED%8E%98%ED%8E%98,https://www.diningcode.com/profile.php?rid=vRpzO4VFZnyr,브런치
180,カフェ/Cafe,チクテクコーヒー シンデバンヨク,tick-tack coffee,틱택커피 신대방역,コーヒー専門,Specialty Coffee,カフェ・オレンジ,"Cafe, Orange",店内OK / Indoors OK,なし/No,シンデバンドン,Sindaebang-dong,銅雀区,Dongjak-gu,서울특별시 동작구 대림로 16 1층,37.4873795,126.9114842,店舗単位,4.4,10,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4873795%2C126.9114842,https://map.naver.com/p/search/%ED%8B%B1%ED%83%9D%EC%BB%A4%ED%94%BC%20%EC%8B%A0%EB%8C%80%EB%B0%A9%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%8F%99%EC%9E%91%EA%B5%AC%20%EB%8C%80%EB%A6%BC%EB%A1%9C%2016%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=9qjEjAiK2h7N,"카페, 오렌지"
181,カフェ/Cafe,プラウニンコーヒー コンドク,Browning coffee,브라우닝커피 공덕,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,あり/Yes,コンドクドン,Gongdeok-dong,麻浦区,Mapo-gu,서울특별시 마포구 백범로 152 201동 1층 9호,37.545277,126.9468072,店舗単位,4.5,4,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.545277%2C126.9468072,https://map.naver.com/p/search/%EB%B8%8C%EB%9D%BC%EC%9A%B0%EB%8B%9D%EC%BB%A4%ED%94%BC%20%EA%B3%B5%EB%8D%95%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%A7%88%ED%8F%AC%EA%B5%AC%20%EB%B0%B1%EB%B2%94%EB%A1%9C%20152%20201%EB%8F%99%201%EC%B8%B5%209%ED%98%B8,https://www.diningcode.com/profile.php?rid=Cgpv5jM0BBme,"커피, 카페"
182,ごはん/Meal,タプナド コンドク,Tapeunadeu Gongdeok,타프나드 공덕,ブランチ,Brunch,カフェ・ブランチ,"Cafe, Brunch",店内OK / Indoors OK,なし/No,コンドクドン,Gongdeok-dong,麻浦区,Mapo-gu,"서울특별시 마포구 만리재로 90 1층, 타프나드",37.5481651,126.9592774,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5481651%2C126.9592774,https://map.naver.com/p/search/%ED%83%80%ED%94%84%EB%82%98%EB%93%9C%20%EA%B3%B5%EB%8D%95%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%A7%88%ED%8F%AC%EA%B5%AC%20%EB%A7%8C%EB%A6%AC%EC%9E%AC%EB%A1%9C%2090%201%EC%B8%B5%2C%20%ED%83%80%ED%94%84%EB%82%98%EB%93%9C,https://www.diningcode.com/profile.php?rid=JygYLoW9bdCL,"카페, 브런치"
183,ごはん/Meal,パムポム,Pampom,팜폼,レストラン,Restaurant,,,店内OK / Indoors OK,なし/No,コンドクドン,Gongdeok-dong,麻浦区,Mapo-gu,서울특별시 마포구 효창목길 18,37.5477644,126.9598939,建物単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5477644%2C126.9598939,https://map.naver.com/p/search/%ED%8C%9C%ED%8F%BC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%A7%88%ED%8F%AC%EA%B5%AC%20%ED%9A%A8%EC%B0%BD%EB%AA%A9%EA%B8%B8%2018,,
