No,種別/Kind,店名(日本語読み),Name (English),店名(ハングル),ジャンル(日),Cuisine (EN),料理(日),Dishes (EN),犬の同伴,テラス席/Terrace,エリア(日),Area (EN),区(日),District (EN),住所(ハングル),緯度,経度,位置精度,評価,口コミ数,業態,Googleマップ,NAVERマップ,DiningCode,カテゴリ原文(韓)
396,カフェ/Cafe,SUP SUP スプスプ チャムシル,sup sup,SUP SUP 숩숩 잠실,ジェラート・かき氷,Gelato & Ice,カフェ・雪花氷,"Cafe, Snow Bingsu",店内OK / Indoors OK,なし/No,チャムシルドン,Jamsil-dong,松坡区,Songpa-gu,서울특별시 송파구 올림픽로4길 17 중심상가1동 2층 279호,37.5089285,127.0767262,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5089285%2C127.0767262,https://map.naver.com/p/search/SUP%20SUP%20%EC%88%A9%EC%88%A9%20%EC%9E%A0%EC%8B%A4%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EC%98%AC%EB%A6%BC%ED%94%BD%EB%A1%9C4%EA%B8%B8%2017%20%EC%A4%91%EC%8B%AC%EC%83%81%EA%B0%801%EB%8F%99%202%EC%B8%B5%20279%ED%98%B8,https://www.diningcode.com/profile.php?rid=n3tO85SUem3y,"카페, 눈꽃빙수"
397,カフェ/Cafe,ニアイ コーヒー,Niai Coffee,니아이 커피,コーヒー専門,Specialty Coffee,カフェ・ラテ,"Cafe, Latte",店内OK / Indoors OK,なし/No,チャンジドン,Jangji-dong,松坡区,Songpa-gu,서울특별시 송파구 위례광장로 136 위례아이파크 상가 5동 1층 E-112호,37.4756169,127.1412571,店舗単位,4.4,3,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.4756169%2C127.1412571,https://map.naver.com/p/search/%EB%8B%88%EC%95%84%EC%9D%B4%20%EC%BB%A4%ED%94%BC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EC%9C%84%EB%A1%80%EA%B4%91%EC%9E%A5%EB%A1%9C%20136%20%EC%9C%84%EB%A1%80%EC%95%84%EC%9D%B4%ED%8C%8C%ED%81%AC%20%EC%83%81%EA%B0%80%205%EB%8F%99%201%EC%B8%B5%20E-112%ED%98%B8,https://www.diningcode.com/profile.php?rid=S0goXdx7acxF,"카페, 라떼"
398,カフェ/Cafe,オンドバニルラ カンドングチョンヨク,Eondeobanilra Gangdonggucheongyeok,언더바닐라 강동구청역,カフェ,Cafe,カフェ・もちもちクッキー,"Cafe, Chewy Cookie",店内OK / Indoors OK,なし/No,プンナプドン,Pungnap-dong,松坡区,Songpa-gu,서울특별시 송파구 풍성로24길 18 1층 101호,37.5324207,127.1182652,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5324207%2C127.1182652,https://map.naver.com/p/search/%EC%96%B8%EB%8D%94%EB%B0%94%EB%8B%90%EB%9D%BC%20%EA%B0%95%EB%8F%99%EA%B5%AC%EC%B2%AD%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%ED%92%8D%EC%84%B1%EB%A1%9C24%EA%B8%B8%2018%201%EC%B8%B5%20101%ED%98%B8,https://www.diningcode.com/profile.php?rid=ZzDGG9XJbtFE,"카페, 두쫀쿠"
399,ごはん/Meal,ホジェネ,Hojaene Cheonhoyeok,호재네 천호역,韓国料理,Korean,骨付き肉の炙り焼き・韓国居酒屋,"Bar, Grilled Bone-in Meat",店内OK / Indoors OK,なし/No,風納洞（プンナプドン）,Pungnap-dong,松坡区,Songpa-gu,서울특별시 송파구 올림픽로 607 201호,37.536027,127.1221905,店舗単位,4,2,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.536027%2C127.1221905,https://map.naver.com/p/search/%ED%98%B8%EC%9E%AC%EB%84%A4%20%EC%B2%9C%ED%98%B8%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%86%A1%ED%8C%8C%EA%B5%AC%20%EC%98%AC%EB%A6%BC%ED%94%BD%EB%A1%9C%20607%20201%ED%98%B8,https://www.diningcode.com/profile.php?rid=7BIvQ4RYBMtF,"술집, 뼈구이"
400,カフェ/Cafe,79パウニャド モクドン41タウォジョム,79 Paunyadeu Mokdong 41 Tawojeom,79파운야드 목동41타워점,スイーツ,Sweets,クロッフル・カフェ,"Croffle, Cafe",店内OK / Indoors OK,なし/No,モクドン,Mok-dong,陽川区,Yangcheon-gu,"서울특별시 양천구 목동동로 293 목동, 현대41타워 1-44~46호",37.5279292,126.8760007,店舗単位,4.4,9,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5279292%2C126.8760007,https://map.naver.com/p/search/79%ED%8C%8C%EC%9A%B4%EC%95%BC%EB%93%9C%20%EB%AA%A9%EB%8F%9941%ED%83%80%EC%9B%8C%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EB%AA%A9%EB%8F%99%EB%8F%99%EB%A1%9C%20293%20%EB%AA%A9%EB%8F%99%2C%20%ED%98%84%EB%8C%8041%ED%83%80%EC%9B%8C%201-44~46%ED%98%B8,https://www.diningcode.com/profile.php?rid=ibSl8cKMs90H,"크로플, 카페"
401,ごはん/Meal,オルノ モクドンジョム,Oreuno Mokdongjeom,오르노 목동점,ピザ,Pizza,薪窯ピザ・パスタ,"Wood-fired Pizza, Pasta",店内OK / Indoors OK,なし/No,モクドン,Mok-dong,陽川区,Yangcheon-gu,서울특별시 양천구 목동동로 293 3층 302-B호,37.5281774,126.8757769,店舗単位,5,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5281774%2C126.8757769,https://map.naver.com/p/search/%EC%98%A4%EB%A5%B4%EB%85%B8%20%EB%AA%A9%EB%8F%99%EC%A0%90%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EB%AA%A9%EB%8F%99%EB%8F%99%EB%A1%9C%20293%203%EC%B8%B5%20302-B%ED%98%B8,https://www.diningcode.com/profile.php?rid=OWK2XXTQtfqQ,"화덕피자, 파스타"
402,カフェ/Cafe,ロコーヒー シヌォルドン,Ro Coffee Sinwoldong,로커피 신월동,コーヒー専門,Specialty Coffee,ハンドドリップ,Hand Drip,店内OK / Indoors OK,なし/No,シヌォルドン,Sinwol-dong,陽川区,Yangcheon-gu,서울특별시 양천구 남부순환로59길 16,37.5323851,126.8328361,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5323851%2C126.8328361,https://map.naver.com/p/search/%EB%A1%9C%EC%BB%A4%ED%94%BC%20%EC%8B%A0%EC%9B%94%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EB%82%A8%EB%B6%80%EC%88%9C%ED%99%98%EB%A1%9C59%EA%B8%B8%2016,https://www.diningcode.com/profile.php?rid=NCInkyKCWRmq,핸드드립
403,カフェ/Cafe,クッピプルチョイス シンジョンドン,Gutpipeulchoiseu Sinjeongdong,굿피플초이스 신정동,コーヒー専門,Specialty Coffee,カフェ・コーヒー,"Cafe, Coffee",店内OK / Indoors OK,あり/Yes,シンジョンドン,Sinjeong-dong,陽川区,Yangcheon-gu,서울 양천구 중앙로 245 1층,37.5182118,126.8534338,店舗単位,4,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5182118%2C126.8534338,https://map.naver.com/p/search/%EA%B5%BF%ED%94%BC%ED%94%8C%EC%B4%88%EC%9D%B4%EC%8A%A4%20%EC%8B%A0%EC%A0%95%EB%8F%99%20%EC%84%9C%EC%9A%B8%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EC%A4%91%EC%95%99%EB%A1%9C%20245%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=08E4FVBTRHb7,"카페, 커피"
404,ごはん/Meal,ソンジュ・ブル冷麺,Songjubulnaengmyeon Yeongdeungpojeom,송주불냉면 영등포점,韓国料理,Korean,激辛冷麺,"Naengmyeon, Spicy Naengmyeon",店内OK / Indoors OK,なし/No,堂山（タンサン）,Dangsan,永登浦区,Yeongdeungpo-gu,서울 영등포구 당산로28길 6 1층 우측호,37.5246238,126.8971782,店舗単位,4.5,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5246238%2C126.8971782,https://map.naver.com/p/search/%EC%86%A1%EC%A3%BC%EB%B6%88%EB%83%89%EB%A9%B4%20%EC%98%81%EB%93%B1%ED%8F%AC%EC%A0%90%20%EC%84%9C%EC%9A%B8%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EB%8B%B9%EC%82%B0%EB%A1%9C28%EA%B8%B8%206%201%EC%B8%B5%20%EC%9A%B0%EC%B8%A1%ED%98%B8,https://www.diningcode.com/profile.php?rid=AE1Z014tKqTM,"냉면, 매운냉면"
405,カフェ/Cafe,ノボドン,Nobeodeun,노버든,カフェ,Cafe,カフェ,Cafe,店内OK / Indoors OK,なし/No,タンサンドン3カ,Dangsan-dong 3가,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 당산로31길 25 2층 201호,37.5268294,126.8938478,店舗単位,4.5,22,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5268294%2C126.8938478,https://map.naver.com/p/search/%EB%85%B8%EB%B2%84%EB%93%A0%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EB%8B%B9%EC%82%B0%EB%A1%9C31%EA%B8%B8%2025%202%EC%B8%B5%20201%ED%98%B8,https://www.diningcode.com/profile.php?rid=x2ujJCAHwU2E,카페
406,カフェ/Cafe,リブレリ ヨンドンポグチョン,Librairie,리브레리 영등포구청,ブックカフェ,Book Cafe,カフェ・ブックカフェ,"Cafe, Book Cafe",店内OK / Indoors OK,なし/No,タンサンドン3カ,Dangsan-dong 3가,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 양산로25길 3 1층,37.524035,126.8983662,店舗単位,4.8,6,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.524035%2C126.8983662,https://map.naver.com/p/search/%EB%A6%AC%EB%B8%8C%EB%A0%88%EB%A6%AC%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%EC%B2%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EC%96%91%EC%82%B0%EB%A1%9C25%EA%B8%B8%203%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=AKmOl3ceILZC,"카페, 북카페"
407,カフェ/Cafe,チオピピ ペッフード アンド カフェ シンドリム,Dieopipi Pet Food and Cafe Sindorim,디어피피 펫푸드 앤 카페 신도림,ドッグカフェ,Dog Cafe,コーヒー,Coffee,店内OK / Indoors OK,なし/No,トリムドン,Dorim-dong,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 도신로15다길 1,37.5068414,126.8980591,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5068414%2C126.8980591,https://map.naver.com/p/search/%EB%94%94%EC%96%B4%ED%94%BC%ED%94%BC%20%ED%8E%AB%ED%91%B8%EB%93%9C%20%EC%95%A4%20%EC%B9%B4%ED%8E%98%20%EC%8B%A0%EB%8F%84%EB%A6%BC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EB%8F%84%EC%8B%A0%EB%A1%9C15%EB%8B%A4%EA%B8%B8%201,https://www.diningcode.com/profile.php?rid=VRfNZNolMYlR,커피
408,ごはん/Meal,スギネ・タッカンマリカルグクス,Suginedakhanmarikalguksu Yeongdeungpo,숙이네닭한마리칼국수 영등포,韓国料理,Korean,タッカンマリ（鶏一羽鍋）,"Chicken Hotpot, Iced Tea",店内OK / Indoors OK,なし/No,道林洞（トリムドン）,Dorim-dong,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 도림로108길 10-1 1층,37.5075363,126.9022266,店舗単位,,0,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5075363%2C126.9022266,https://map.naver.com/p/search/%EC%88%99%EC%9D%B4%EB%84%A4%EB%8B%AD%ED%95%9C%EB%A7%88%EB%A6%AC%EC%B9%BC%EA%B5%AD%EC%88%98%20%EC%98%81%EB%93%B1%ED%8F%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EB%8F%84%EB%A6%BC%EB%A1%9C108%EA%B8%B8%2010-1%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=mCL4zTXcH2hg,"닭한마리, 아이스티"
409,カフェ/Cafe,ヘビーローテイト,Hebiroteiteu Yeongdeungpo,헤비로테이트 영등포,カフェ,Cafe,コーヒー・デザート,"Cafe, Coffee",店内OK / Indoors OK,なし/No,道林洞（トリムドン）,Dorim-dong,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 도신로19길 22,37.5081924,126.8996738,店舗単位,4.5,10,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5081924%2C126.8996738,https://map.naver.com/p/search/%ED%97%A4%EB%B9%84%EB%A1%9C%ED%85%8C%EC%9D%B4%ED%8A%B8%20%EC%98%81%EB%93%B1%ED%8F%AC%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EB%8F%84%EC%8B%A0%EB%A1%9C19%EA%B8%B8%2022,https://www.diningcode.com/profile.php?rid=t2xJoE1F1vBy,"카페, 커피"
410,カフェ/Cafe,ユーアーマイジェラート,You are my gelato,you are my gelato 문래,ジェラート・かき氷,Gelato & Ice,ジェラート・ソルベ,"Gelato, Sorbet",店内OK / Indoors OK,なし/No,文来（ムンレ）,Munrae,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 도림로 425 1층 유아마이젤라또,37.513855,126.8955174,店舗単位,4,11,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.513855%2C126.8955174,https://map.naver.com/p/search/you%20are%20my%20gelato%20%EB%AC%B8%EB%9E%98%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EB%8F%84%EB%A6%BC%EB%A1%9C%20425%201%EC%B8%B5%20%EC%9C%A0%EC%95%84%EB%A7%88%EC%9D%B4%EC%A0%A4%EB%9D%BC%EB%98%90,https://www.diningcode.com/profile.php?rid=KXizOEI8uQTH,"젤라또, 소르베"
411,ごはん/Meal,カリフハウス,Calif house,칼리프하우스 문래,ブランチ,Brunch,ブランチ（屋上席あり）,Brunch,店内OK / Indoors OK,あり/Yes,文来（ムンレ）,Munrae,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 도림로139길 2-2 칼리프하우스 문래,37.5146723,126.8933523,店舗単位,4.1,14,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5146723%2C126.8933523,https://map.naver.com/p/search/%EC%B9%BC%EB%A6%AC%ED%94%84%ED%95%98%EC%9A%B0%EC%8A%A4%20%EB%AC%B8%EB%9E%98%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EB%8F%84%EB%A6%BC%EB%A1%9C139%EA%B8%B8%202-2%20%EC%B9%BC%EB%A6%AC%ED%94%84%ED%95%98%EC%9A%B0%EC%8A%A4%20%EB%AC%B8%EB%9E%98,https://www.diningcode.com/profile.php?rid=hLm2ihJFGkEc,브런치
412,カフェ/Cafe,ポエットルーム,Poetrum Munrae,포엣룸 문래,ブックカフェ,Book Cafe,本のあるカフェ,"Cafe, Book Cafe",店内OK / Indoors OK,なし/No,文来（ムンレ）,Munrae,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 도림로141가길 4 1층 포엣룸,37.5148956,126.8926397,店舗単位,4.5,15,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5148956%2C126.8926397,https://map.naver.com/p/search/%ED%8F%AC%EC%97%A3%EB%A3%B8%20%EB%AC%B8%EB%9E%98%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EB%8F%84%EB%A6%BC%EB%A1%9C141%EA%B0%80%EA%B8%B8%204%201%EC%B8%B5%20%ED%8F%AC%EC%97%A3%EB%A3%B8,https://www.diningcode.com/profile.php?rid=evvm1BhoD8RM,"카페, 북카페"
413,ごはん/Meal,オクサンナドリ ムンレ,Oksangnadeuri Munrae,옥상나들이 문래,バー・居酒屋,Bar & Pub,ワインバー・ルーフトップ,"Wine Bar, Rooftop",店内OK / Indoors OK,あり/Yes,ムンレドン3カ,Munrae-dong 3가,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 문래북로 52 은진빌딩4층,37.5207131,126.8908372,店舗単位,4,1,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5207131%2C126.8908372,https://map.naver.com/p/search/%EC%98%A5%EC%83%81%EB%82%98%EB%93%A4%EC%9D%B4%20%EB%AC%B8%EB%9E%98%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EB%AC%B8%EB%9E%98%EB%B6%81%EB%A1%9C%2052%20%EC%9D%80%EC%A7%84%EB%B9%8C%EB%94%A94%EC%B8%B5,https://www.diningcode.com/profile.php?rid=6yLNY0W8IrlR,"와인바, 루프탑"
414,ごはん/Meal,パムスプリングス カフェ シンギルドン,Pam Spring Seu Cafe Singildong,팜스프링스 카페 신길동,ブランチ,Brunch,ブランチ,Brunch,店内OK / Indoors OK,あり/Yes,シンギルドン,Singil-dong,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 도신로60길 22-3 카페팜스프링스,37.5099782,126.9172851,店舗単位,4.3,9,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5099782%2C126.9172851,https://map.naver.com/p/search/%ED%8C%9C%EC%8A%A4%ED%94%84%EB%A7%81%EC%8A%A4%20%EC%B9%B4%ED%8E%98%20%EC%8B%A0%EA%B8%B8%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EB%8F%84%EC%8B%A0%EB%A1%9C60%EA%B8%B8%2022-3%20%EC%B9%B4%ED%8E%98%ED%8C%9C%EC%8A%A4%ED%94%84%EB%A7%81%EC%8A%A4,https://www.diningcode.com/profile.php?rid=PbLLzUWuzoZE,브런치
415,カフェ/Cafe,イナ ト ペオ ヤンピョンドン,inah the bear,이나 더 베어 양평동,カフェ,Cafe,カフェ・雑貨カフェ,"Cafe, Concept Store Cafe",店内OK / Indoors OK,なし/No,ヤンピョンドン1カ,Yangpyeong-dong 1가,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 선유서로24길 25-1 1층,37.5235272,126.888555,店舗単位,,0,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5235272%2C126.888555,https://map.naver.com/p/search/%EC%9D%B4%EB%82%98%20%EB%8D%94%20%EB%B2%A0%EC%96%B4%20%EC%96%91%ED%8F%89%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EC%84%A0%EC%9C%A0%EC%84%9C%EB%A1%9C24%EA%B8%B8%2025-1%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=ul5cHStcfiJS,"카페, 소품카페"
416,カフェ/Cafe,インットゥジュコーヒーハウス ヤンピョンドン,Inttujeu Coffee House Yangpyeongdong,인뚜즈커피하우스 양평동,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,ヤンピョンドン1カ,Yangpyeong-dong 1가,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 영등포로13길 8 1층,37.5231457,126.8891037,店舗単位,5,2,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5231457%2C126.8891037,https://map.naver.com/p/search/%EC%9D%B8%EB%9A%9C%EC%A6%88%EC%BB%A4%ED%94%BC%ED%95%98%EC%9A%B0%EC%8A%A4%20%EC%96%91%ED%8F%89%EB%8F%99%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EC%98%81%EB%93%B1%ED%8F%AC%EB%A1%9C13%EA%B8%B8%208%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=pN8gDLwpfk6x,"커피, 카페"
417,カフェ/Cafe,ソニュスロウ ソニュドヨク,sunu.slow,선유슬로우 선유도역,スイーツ,Sweets,カフェ・ティラミス,"Cafe, Tiramisu",店内OK / Indoors OK,あり/Yes,ヤンピョンドン4カ,Yangpyeong-dong 4가,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 선유로53길 34-8 1층,37.5387116,126.8953521,店舗単位,5,2,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5387116%2C126.8953521,https://map.naver.com/p/search/%EC%84%A0%EC%9C%A0%EC%8A%AC%EB%A1%9C%EC%9A%B0%20%EC%84%A0%EC%9C%A0%EB%8F%84%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EC%84%A0%EC%9C%A0%EB%A1%9C53%EA%B8%B8%2034-8%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=DVASG2SPpdk4,"카페, 티라미수"
418,カフェ/Cafe,コヤンイガバプウンクッキー ソニュドヨク,Goyangigabapeun Cookie Seonyudoyeok,고양이가밟은쿠키 선유도역,スイーツ,Sweets,カフェ・デザート,"Cafe, Dessert",店内OK / Indoors OK,なし/No,ヤンピョンドン5カ,Yangpyeong-dong 5가,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 양평로21가길 6 1층 고양이가밟은쿠키,37.5378215,126.8929734,店舗単位,4,2,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5378215%2C126.8929734,https://map.naver.com/p/search/%EA%B3%A0%EC%96%91%EC%9D%B4%EA%B0%80%EB%B0%9F%EC%9D%80%EC%BF%A0%ED%82%A4%20%EC%84%A0%EC%9C%A0%EB%8F%84%EC%97%AD%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EC%96%91%ED%8F%89%EB%A1%9C21%EA%B0%80%EA%B8%B8%206%201%EC%B8%B5%20%EA%B3%A0%EC%96%91%EC%9D%B4%EA%B0%80%EB%B0%9F%EC%9D%80%EC%BF%A0%ED%82%A4,https://www.diningcode.com/profile.php?rid=vjNSvFA69No5,"카페, 디저트"
419,カフェ/Cafe,ブラックシード コーヒーロースターズ ソニュドジョム,Black Seed Coffee Roasters Seonyudojeom,블랙시드 커피로스터스 선유도점,コーヒー専門,Specialty Coffee,コーヒー・カフェ,"Coffee, Cafe",店内OK / Indoors OK,なし/No,ヤンピョンドン5カ,Yangpyeong-dong 5가,永登浦区,Yeongdeungpo-gu,서울 영등포구 양평로22사길 5 1층,37.5407273,126.895439,店舗単位,4.5,1,軽飲食店,https://www.google.com/maps/search/?api=1&query=37.5407273%2C126.895439,https://map.naver.com/p/search/%EB%B8%94%EB%9E%99%EC%8B%9C%EB%93%9C%20%EC%BB%A4%ED%94%BC%EB%A1%9C%EC%8A%A4%ED%84%B0%EC%8A%A4%20%EC%84%A0%EC%9C%A0%EB%8F%84%EC%A0%90%20%EC%84%9C%EC%9A%B8%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EC%96%91%ED%8F%89%EB%A1%9C22%EC%82%AC%EA%B8%B8%205%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=NFEgcEpvNhnO,"커피, 카페"
420,ごはん/Meal,トダク トチキンシャプ ソニュド,Todak Deo Chicken Syap Seonyudo,토닥 더치킨샵 선유도,チキン,Fried Chicken,チキン・フライドチキン,Fried Chicken,店内OK / Indoors OK,なし/No,ヤンピョンドン5カ,Yangpyeong-dong 5가,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 양평로22바길 4-1 1층,37.5403419,126.8951665,店舗単位,4.5,2,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5403419%2C126.8951665,https://map.naver.com/p/search/%ED%86%A0%EB%8B%A5%20%EB%8D%94%EC%B9%98%ED%82%A8%EC%83%B5%20%EC%84%A0%EC%9C%A0%EB%8F%84%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EC%96%91%ED%8F%89%EB%A1%9C22%EB%B0%94%EA%B8%B8%204-1%201%EC%B8%B5,https://www.diningcode.com/profile.php?rid=l7DhADxMtbMa,"치킨, 후라이드"
421,ごはん/Meal,ネガ イッソ コマウォ ソニュド,Nega Isseo Gomawo Seonyudo,네가 있어 고마워 선유도,サンドイッチ・サラダ,Sandwich & Salad,カフェ・サンドイッチ,"Cafe, Sandwich",店内OK / Indoors OK,あり/Yes,ヤンピョンドン6カ,Yangpyeong-dong 6가,永登浦区,Yeongdeungpo-gu,서울특별시 영등포구 양평로28길 33 아트리버빌 J동 1층 네가 있어 고마워,37.5425734,126.8920459,店舗単位,4.3,2,一般飲食店,https://www.google.com/maps/search/?api=1&query=37.5425734%2C126.8920459,https://map.naver.com/p/search/%EB%84%A4%EA%B0%80%20%EC%9E%88%EC%96%B4%20%EA%B3%A0%EB%A7%88%EC%9B%8C%20%EC%84%A0%EC%9C%A0%EB%8F%84%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%98%81%EB%93%B1%ED%8F%AC%EA%B5%AC%20%EC%96%91%ED%8F%89%EB%A1%9C28%EA%B8%B8%2033%20%EC%95%84%ED%8A%B8%EB%A6%AC%EB%B2%84%EB%B9%8C%20J%EB%8F%99%201%EC%B8%B5%20%EB%84%A4%EA%B0%80%20%EC%9E%88%EC%96%B4%20%EA%B3%A0%EB%A7%88%EC%9B%8C,https://www.diningcode.com/profile.php?rid=wFlaTrKhnTyt,"카페, 샌드위치"
